Time(ps),Counts
7150,17
7200,19
7250,27
7300,24
7350,41
7400,42
7450,53
7500,31
7550,34
7600,25
7650,13
7700,14
7750,9
7800,17
7850,14
7900,11
7950,18
8000,13
8050,29
8100,32
8150,40
8200,62
8250,57
8300,41
8350,20
8400,15
8450,18
8500,14
8550,16
8600,13
8650,14
8700,11
8750,11
8800,15
8850,14
8900,15
8950,8
9000,11
9050,11
9100,20
9150,16
9200,14
9250,14
9300,6
9350,13
9400,19
9450,12
9500,8
9550,24
9600,19
9650,22
9700,19
9750,19
9800,14
9850,21
9900,15
9950,10
10000,15
10050,18
10100,13
10150,10
10200,11
10250,13
10300,26
10350,22
10400,17
10450,20
10500,14
10550,27
10600,23
10650,26
10700,25
10750,37
10800,48
10850,42
10900,107
10950,194
11000,393
11050,967
11100,1403
11150,1184
11200,694
11250,547
11300,332
11350,178
11400,129
11450,86
11500,81
11550,100
11600,111
11650,121
11700,141
11750,161
11800,161
11850,186
11900,208
11950,265
12000,277
12050,319
12100,395
12150,445
12200,551
12250,715
12300,1001
12350,1567
12400,2822
12450,5818
12500,13863
12550,33592
12600,68339
12650,81622
12700,50602
12750,22149
12800,9173
12850,4144
12900,2094
12950,1231
13000,821
13050,593
13100,535
13150,378
13200,351
13250,310
13300,255
13350,224
13400,198
13450,185
13500,133
13550,138
13600,145
13650,139
13700,107
13750,83
13800,96
13850,102
13900,144
13950,261
14000,440
14050,617
14100,866
14150,1307
14200,1271
14250,659
14300,309
14350,134
14400,81
14450,55
14500,38
14550,40
14600,29
14650,16
14700,24
14750,27
14800,33
14850,22
14900,22
14950,26
15000,27
15050,18
15100,19
15150,15
15200,17
15250,11
15300,13
15350,15
15400,16
15450,20
15500,24
15550,22
15600,16
15650,22
15700,27
15750,23
15800,16
15850,13
15900,18
15950,17
16000,16
16050,10
16100,18
16150,21
16200,10
16250,14
16300,21
16350,8
16400,19
16450,15
16500,14
16550,15
16600,13
16650,16
16700,3
16750,14
16800,14
16850,10
16900,18
16950,32
17000,43
17050,71
17100,55
17150,33
17200,29
17250,18
17300,19
17350,13
17400,16
17450,13
17500,9
17550,12
17600,12
17650,18
17700,20
17750,42
17800,40
17850,43
17900,29
17950,29
18000,23
18050,23
18100,25
18150,20
18200,30
18250,33
18300,30
18350,31
18400,38
18450,34
18500,27
18550,18
18600,13
18650,16
18700,13
18750,17
18800,9
18850,16
18900,13
18950,18
19000,17
19050,22
19100,8
19150,14
19200,14
19250,27
19300,26
19350,32
19400,28
19450,30
19500,28
19550,42
19600,32
19650,25
19700,26
19750,19
19800,25
19850,22
19900,33
19950,30
