Time(ps),Counts
14600,9
14650,2
14700,5
14750,9
14800,2
14850,4
14900,4
14950,3
15000,1
15050,5
15100,6
15150,4
15200,6
15250,5
15300,5
15350,2
15400,3
15450,8
15500,2
15550,5
15600,1
15650,3
15700,4
15750,4
15800,2
15850,3
15900,2
15950,4
16000,1
16050,3
16100,1
16150,3
16200,0
16250,5
16300,2
16350,5
16400,5
16450,3
16500,3
16550,2
16600,2
16650,1
16700,3
16750,1
16800,0
16850,4
16900,8
16950,7
17000,8
17050,11
17100,12
17150,7
17200,11
17250,9
17300,4
17350,4
17400,5
17450,3
17500,5
17550,3
17600,3
17650,3
17700,4
17750,5
17800,3
17850,5
17900,4
17950,5
18000,4
18050,4
18100,4
18150,2
18200,2
18250,2
18300,4
18350,0
18400,1
18450,5
18500,4
18550,6
18600,1
18650,1
18700,2
18750,0
18800,3
18850,3
18900,5
18950,2
19000,5
19050,1
19100,1
19150,6
19200,2
19250,2
19300,3
19350,2
19400,4
19450,4
19500,2
19550,3
19600,1
19650,3
19700,3
19750,4
19800,4
19850,4
19900,9
19950,1
