Time(ps),Counts
-3100,4
-3050,4
-3000,6
-2950,5
-2900,4
-2850,7
-2800,6
-2750,3
-2700,3
-2650,3
-2600,4
-2550,6
-2500,5
-2450,3
-2400,3
-2350,2
-2300,6
-2250,4
-2200,3
-2150,5
-2100,8
-2050,11
-2000,9
-1950,5
-1900,13
-1850,18
-1800,20
-1750,26
-1700,39
-1650,108
-1600,206
-1550,287
-1500,318
-1450,186
-1400,129
-1350,83
-1300,40
-1250,39
-1200,14
-1150,22
-1100,11
-1050,17
-1000,16
-950,29
-900,17
-850,17
-800,27
-750,25
-700,33
-650,30
-600,41
-550,42
-500,57
-450,63
-400,92
-350,115
-300,155
-250,308
-200,637
-150,1321
-100,2993
-50,4884
0,2636
50,4275
100,2750
150,1176
200,585
250,281
300,169
350,115
400,86
450,63
500,49
550,42
600,36
650,44
700,37
750,27
800,17
850,16
900,25
950,27
1000,35
1050,8
1100,30
1150,20
1200,19
1250,21
1300,50
1350,78
1400,120
1450,204
1500,321
1550,337
1600,194
1650,81
1700,39
1750,27
1800,13
1850,12
1900,5
1950,5
2000,5
2050,4
2100,6
2150,6
2200,4
2250,2
2300,5
2350,4
2400,5
2450,7
2500,1
2550,6
2600,3
2650,2
2700,6
2750,5
2800,5
2850,9
2900,7
2950,5
3000,5
3050,10
3100,7
3150,6
3200,3
3250,6
3300,7
3350,4
3400,3
3450,5
3500,8
3550,3
3600,7
3650,4
3700,3
3750,3
3800,5
3850,2
3900,5
3950,2
4000,0
4050,4
4100,2
4150,5
4200,3
4250,5
4300,8
4350,14
4400,20
4450,17
4500,11
4550,6
4600,1
4650,2
4700,2
4750,4
4800,1
4850,1
4900,6
4950,3
5000,4
5050,8
5100,5
5150,11
5200,10
5250,12
5300,7
5350,5
5400,6
5450,4
5500,5
5550,3
5600,5
5650,4
5700,3
5750,2
5800,3
5850,0
5900,4
5950,3
6000,3
6050,4
6100,8
6150,2
6200,6
6250,5
6300,5
6350,2
6400,6
6450,5
6500,5
6550,3
6600,2
6650,10
6700,4
6750,3
6800,0
6850,4
6900,5
6950,3
7000,1
7050,2
7100,4
7150,2
7200,3
7250,10
7300,6
7350,11
7400,11
7450,5
7500,6
7550,9
7600,7
7650,3
7700,5
7750,8
7800,2
7850,3
7900,3
7950,4
8000,4
8050,4
8100,12
8150,20
8200,18
8250,14
8300,16
8350,11
8400,1
8450,3
8500,1
8550,3
8600,2
8650,3
8700,2
8750,5
8800,4
8850,4
8900,0
8950,5
9000,2
9050,1
9100,4
9150,5
9200,3
9250,4
9300,3
9350,5
9400,0
9450,3
9500,6
9550,3
9600,2
9650,4
9700,4
9750,3
9800,9
9850,0
9900,5
9950,3
10000,6
10050,5
10100,4
10150,1
10200,3
10250,5
10300,3
10350,4
10400,7
10450,2
10500,7
10550,0
10600,6
10650,9
10700,14
10750,8
10800,12
10850,11
10900,27
10950,55
11000,124
11050,249
11100,354
11150,257
11200,172
11250,126
11300,79
11350,41
11400,29
11450,26
11500,25
11550,27
11600,36
11650,26
11700,27
11750,49
11800,29
11850,50
11900,55
11950,62
12000,66
12050,81
12100,88
12150,112
12200,124
12250,181
12300,269
12350,447
12400,898
12450,2069
12500,4843
12550,11256
12600,22591
12650,26477
12700,16211
12750,7140
12800,3073
12850,1339
12900,635
12950,358
13000,204
13050,143
13100,128
13150,99
13200,100
13250,66
13300,55
13350,63
13400,45
13450,55
13500,30
13550,33
13600,26
13650,29
13700,25
13750,33
13800,17
13850,34
13900,21
13950,64
14000,87
14050,129
14100,233
14150,287
14200,268
14250,171
14300,70
14350,34
14400,15
14450,11
14500,11
14550,10
14600,7
14650,4
14700,9
14750,4
14800,3
14850,4
14900,7
14950,3
15000,3
15050,5
15100,5
15150,4
15200,4
15250,3
15300,5
15350,2
15400,4
15450,4
15500,9
15550,9
15600,7
15650,5
15700,10
15750,4
15800,3
15850,5
15900,0
15950,8
16000,3
16050,1
16100,4
16150,3
16200,1
16250,3
16300,3
16350,4
16400,4
16450,4
16500,1
16550,3
16600,3
16650,2
16700,2
16750,4
16800,5
16850,6
16900,6
16950,6
17000,15
17050,20
17100,14
17150,10
17200,2
17250,3
17300,3
17350,4
17400,2
17450,3
17500,5
17550,4
17600,4
17650,7
17700,7
17750,7
17800,16
17850,18
17900,13
17950,9
18000,11
18050,5
18100,5
18150,4
18200,5
18250,2
18300,0
18350,2
18400,4
18450,1
18500,2
18550,4
18600,5
18650,4
18700,3
18750,3
18800,3
18850,4
18900,3
18950,1
19000,0
19050,4
19100,1
19150,2
19200,6
19250,0
19300,0
19350,3
19400,4
19450,9
19500,4
19550,5
19600,4
19650,2
19700,2
19750,3
19800,6
19850,5
19900,3
19950,8
