Time(ps),Counts
10100,23
10150,42
10200,36
10250,34
10300,30
10350,37
10400,36
10450,48
10500,47
10550,58
10600,44
10650,49
10700,68
10750,64
10800,84
10850,134
10900,237
10950,378
11000,896
11050,1919
11100,3072
11150,2456
11200,1549
11250,1237
11300,730
11350,402
11400,243
11450,199
11500,180
11550,226
11600,222
11650,267
11700,288
11750,320
11800,348
11850,381
11900,463
11950,505
12000,598
12050,688
12100,770
12150,952
12200,1144
12250,1372
12300,1933
12350,3179
12400,5788
12450,11565
12500,27513
12550,67893
12600,149174
12650,186875
12700,107097
12750,45672
12800,18627
12850,8391
12900,4384
12950,2540
13000,1677
13050,1350
13100,1057
13150,868
13200,764
13250,651
13300,554
13350,491
13400,413
13450,363
13500,331
13550,311
13600,294
13650,279
13700,217
13750,207
13800,216
13850,204
13900,300
13950,544
14000,920
14050,1315
14100,1679
14150,2771
14200,2641
14250,1344
14300,628
14350,300
14400,157
14450,108
14500,83
14550,66
14600,56
14650,63
14700,47
14750,46
14800,39
14850,55
14900,56
14950,42
15000,29
15050,35
15100,37
15150,34
15200,36
15250,31
15300,38
15350,30
15400,47
15450,49
15500,45
15550,47
15600,48
15650,47
15700,55
15750,47
15800,34
15850,34
15900,26
15950,25
16000,23
16050,31
16100,21
16150,37
16200,23
16250,25
16300,30
16350,27
16400,25
16450,21
16500,30
16550,30
16600,31
16650,27
16700,28
16750,29
16800,36
16850,31
16900,38
16950,48
17000,99
17050,150
17100,122
17150,70
17200,45
17250,31
17300,25
17350,34
17400,29
17450,28
17500,32
17550,38
17600,31
17650,44
17700,48
17750,67
17800,89
17850,92
17900,81
17950,68
18000,55
18050,39
18100,40
18150,42
18200,50
18250,47
18300,82
18350,81
18400,123
18450,111
18500,98
18550,70
18600,62
18650,31
18700,41
18750,45
18800,38
18850,29
18900,35
18950,39
19000,29
19050,28
19100,32
19150,24
19200,42
19250,49
19300,66
19350,70
19400,88
19450,119
19500,96
19550,118
19600,89
19650,56
19700,55
19750,45
19800,47
19850,49
19900,55
19950,66
