Time(ps),Counts
-3200,5
-3150,2
-3100,6
-3050,4
-3000,7
-2950,7
-2900,6
-2850,5
-2800,4
-2750,6
-2700,2
-2650,3
-2600,7
-2550,2
-2500,5
-2450,6
-2400,6
-2350,5
-2300,3
-2250,5
-2200,5
-2150,5
-2100,4
-2050,9
-2000,6
-1950,6
-1900,7
-1850,10
-1800,20
-1750,36
-1700,53
-1650,119
-1600,192
-1550,272
-1500,269
-1450,223
-1400,145
-1350,86
-1300,49
-1250,35
-1200,25
-1150,28
-1100,17
-1050,13
-1000,18
-950,15
-900,22
-850,20
-800,27
-750,26
-700,31
-650,39
-600,33
-550,53
-500,51
-450,65
-400,104
-350,164
-300,285
-250,652
-200,1526
-150,3396
-100,7114
-50,6000
0,1857
50,5064
100,6300
150,3068
200,1394
250,646
300,313
350,163
400,98
450,66
500,54
550,46
600,47
650,35
700,40
750,33
800,20
850,19
900,19
950,20
1000,21
1050,22
1100,23
1150,17
1200,32
1250,38
1300,63
1350,119
1400,176
1450,221
1500,277
1550,304
1600,219
1650,115
1700,50
1750,29
1800,21
1850,10
1900,15
1950,7
2000,7
2050,9
2100,5
2150,11
2200,6
2250,2
2300,3
2350,3
2400,3
2450,3
2500,5
2550,4
2600,6
2650,6
2700,5
2750,2
2800,5
2850,7
2900,5
2950,3
3000,6
3050,2
3100,6
3150,3
3200,3
3250,6
3300,3
3350,5
3400,4
3450,3
3500,5
3550,5
3600,2
3650,2
3700,5
3750,2
3800,3
3850,6
3900,2
3950,5
4000,1
4050,4
4100,2
4150,4
4200,3
4250,5
4300,9
4350,13
4400,13
4450,15
4500,15
4550,7
4600,6
4650,5
4700,5
4750,2
4800,4
4850,5
4900,3
4950,1
5000,5
5050,8
5100,12
5150,5
5200,10
5250,17
5300,11
5350,5
5400,11
5450,7
5500,3
5550,3
5600,4
5650,2
5700,3
5750,4
5800,2
5850,4
5900,3
5950,4
6000,7
6050,1
6100,3
6150,4
6200,7
6250,8
6300,2
6350,2
6400,6
6450,3
6500,6
6550,2
6600,2
6650,4
6700,2
6750,5
6800,2
6850,3
6900,5
6950,1
7000,2
7050,7
7100,2
7150,4
7200,8
7250,7
7300,6
7350,8
7400,8
7450,13
7500,10
7550,16
7600,7
7650,5
7700,8
7750,5
7800,5
7850,1
7900,1
7950,4
8000,3
8050,5
8100,9
8150,10
8200,8
8250,15
8300,19
8350,4
8400,3
8450,2
8500,3
8550,5
8600,2
8650,6
8700,5
8750,1
8800,3
8850,3
8900,0
8950,1
9000,2
9050,6
9100,2
9150,3
9200,1
9250,8
9300,2
9350,4
9400,1
9450,4
9500,2
9550,6
9600,5
9650,3
9700,8
9750,8
9800,5
9850,6
9900,9
9950,4
10000,5
10050,4
10100,4
10150,8
10200,6
10250,4
10300,8
10350,6
10400,3
10450,6
10500,5
10550,5
10600,5
10650,4
10700,10
10750,10
10800,15
10850,15
10900,30
10950,64
11000,152
11050,230
11100,322
11150,289
11200,207
11250,138
11300,85
11350,53
11400,41
11450,30
11500,27
11550,24
11600,23
11650,36
11700,42
11750,29
11800,37
11850,45
11900,54
11950,66
12000,63
12050,70
12100,97
12150,109
12200,137
12250,200
12300,294
12350,654
12400,1269
12450,2925
12500,6760
12550,13647
12600,19580
12650,21731
12700,16302
12750,9610
12800,4178
12850,1800
12900,784
12950,403
13000,232
13050,139
13100,128
13150,110
13200,80
13250,87
13300,66
13350,58
13400,50
13450,42
13500,28
13550,24
13600,35
13650,32
13700,24
13750,21
13800,23
13850,36
13900,39
13950,62
14000,117
14050,156
14100,249
14150,292
14200,243
14250,170
14300,107
14350,60
14400,25
14450,10
14500,15
14550,8
14600,3
14650,3
14700,6
14750,2
14800,3
14850,4
14900,6
14950,5
15000,3
15050,5
15100,2
15150,4
15200,5
15250,4
15300,5
15350,7
15400,11
15450,4
15500,4
15550,6
15600,6
15650,3
15700,6
15750,3
15800,4
15850,3
15900,2
15950,1
16000,2
16050,6
16100,2
16150,2
16200,4
16250,7
16300,6
16350,4
16400,3
16450,0
16500,4
16550,5
16600,1
16650,2
16700,2
16750,2
16800,3
16850,2
16900,10
16950,4
17000,11
17050,12
17100,15
17150,9
17200,9
17250,15
17300,4
17350,2
17400,1
17450,4
17500,4
17550,3
17600,7
17650,6
17700,5
17750,7
17800,10
17850,15
17900,9
17950,7
18000,6
18050,10
18100,9
18150,4
18200,3
18250,2
18300,2
18350,1
18400,2
18450,3
18500,3
18550,3
18600,3
18650,3
18700,5
18750,2
18800,3
18850,5
18900,3
18950,2
19000,7
19050,3
19100,2
19150,5
19200,5
19250,4
19300,1
19350,1
19400,4
19450,4
19500,1
19550,5
19600,5
19650,6
19700,1
19750,3
19800,3
19850,12
19900,6
19950,9
