Time(ps),Counts
-10050,9
-10000,12
-9950,10
-9900,9
-9850,17
-9800,20
-9750,16
-9700,22
-9650,13
-9600,15
-9550,22
-9500,12
-9450,19
-9400,14
-9350,14
-9300,13
-9250,20
-9200,11
-9150,11
-9100,13
-9050,8
-9000,6
-8950,4
-8900,14
-8850,22
-8800,13
-8750,12
-8700,21
-8650,12
-8600,10
-8550,6
-8500,12
-8450,12
-8400,14
-8350,15
-8300,26
-8250,45
-8200,60
-8150,37
-8100,25
-8050,13
-8000,15
-7950,13
-7900,8
-7850,17
-7800,10
-7750,10
-7700,15
-7650,12
-7600,22
-7550,19
-7500,33
-7450,37
-7400,42
-7350,38
-7300,31
-7250,18
-7200,22
-7150,17
-7100,10
-7050,12
-7000,19
-6950,27
-6900,28
-6850,36
-6800,39
-6750,25
-6700,23
-6650,16
-6600,19
-6550,8
-6500,17
-6450,11
-6400,12
-6350,12
-6300,15
-6250,17
-6200,7
-6150,7
-6100,9
-6050,10
-6000,25
-5950,24
-5900,28
-5850,40
-5800,36
-5750,36
-5700,31
-5650,23
-5600,12
-5550,17
-5500,17
-5450,8
-5400,25
-5350,21
-5300,31
-5250,34
-5200,39
-5150,34
-5100,29
-5050,19
-5000,26
-4950,9
-4900,14
-4850,9
-4800,10
-4750,12
-4700,15
-4650,15
-4600,19
-4550,18
-4500,38
-4450,56
-4400,53
-4350,41
-4300,22
-4250,14
-4200,9
-4150,14
-4100,8
-4050,10
-4000,15
-3950,16
-3900,12
-3850,18
-3800,14
-3750,8
-3700,10
-3650,7
-3600,15
-3550,11
-3500,10
-3450,7
-3400,10
-3350,17
-3300,11
-3250,11
-3200,12
-3150,7
-3100,16
-3050,14
-3000,13
-2950,18
-2900,21
-2850,13
-2800,18
-2750,18
-2700,17
-2650,16
-2600,14
-2550,14
-2500,15
-2450,10
-2400,15
-2350,13
-2300,13
-2250,15
-2200,20
-2150,23
-2100,20
-2050,19
-2000,20
-1950,17
-1900,20
-1850,39
-1800,34
-1750,63
-1700,125
-1650,206
-1600,533
-1550,1042
-1500,1040
-1450,613
-1400,505
-1350,288
-1300,156
-1250,92
-1200,53
-1150,48
-1100,47
-1050,59
-1000,62
-950,74
-900,73
-850,82
-800,76
-750,72
-700,92
-650,85
-600,107
-550,132
-500,172
-450,172
-400,209
-350,197
-300,275
-250,340
-200,439
-150,591
-100,781
-50,1090
0,812
50,1016
100,822
150,535
200,414
250,348
300,264
350,228
400,209
450,162
500,165
550,134
600,105
650,98
700,99
750,90
800,67
850,66
900,56
950,65
1000,60
1050,54
1100,54
1150,45
1200,63
1250,84
1300,149
1350,279
1400,477
1450,602
1500,1008
1550,1037
1600,575
1650,251
1700,104
1750,60
1800,43
1850,31
1900,25
1950,24
2000,25
2050,17
2100,18
2150,18
2200,17
2250,12
2300,15
2350,14
2400,12
2450,12
2500,10
2550,13
2600,18
2650,14
2700,13
2750,6
2800,16
2850,20
2900,24
2950,14
3000,22
3050,24
3100,12
3150,18
3200,14
3250,10
3300,9
3350,6
3400,10
3450,6
3500,8
3550,9
3600,17
3650,4
3700,8
3750,7
3800,12
3850,14
3900,9
3950,17
4000,10
4050,12
4100,14
4150,20
4200,16
4250,16
4300,27
4350,37
4400,50
4450,57
4500,38
4550,22
4600,10
4650,22
4700,14
4750,14
4800,19
4850,13
4900,9
4950,13
5000,19
5050,15
5100,21
5150,24
5200,32
5250,36
5300,29
5350,24
5400,22
5450,15
5500,20
5550,10
5600,16
5650,27
5700,21
5750,38
5800,26
5850,27
5900,25
5950,25
6000,23
6050,20
6100,16
6150,19
6200,17
6250,16
6300,15
6350,16
6400,10
6450,10
6500,14
6550,14
6600,21
6650,19
6700,26
6750,27
6800,36
6850,32
6900,29
6950,24
7000,22
7050,17
7100,14
7150,12
7200,14
7250,27
7300,29
7350,29
7400,37
7450,44
7500,19
7550,19
7600,12
7650,15
7700,12
7750,11
7800,10
7850,9
7900,10
7950,13
8000,13
8050,21
8100,15
8150,39
8200,61
8250,61
8300,32
8350,17
8400,20
8450,6
8500,13
8550,14
8600,10
8650,8
8700,10
8750,9
8800,12
8850,6
8900,10
8950,14
9000,5
9050,12
9100,15
9150,10
9200,16
9250,12
9300,12
9350,13
9400,11
9450,8
9500,12
9550,18
9600,12
9650,14
9700,23
9750,19
9800,14
9850,9
9900,10
9950,14
10000,8
10050,14
10100,13
10150,16
10200,17
10250,13
10300,11
10350,26
10400,11
10450,17
10500,13
10550,18
10600,13
10650,21
10700,25
10750,25
10800,29
10850,39
10900,76
10950,153
11000,334
11050,702
11100,1231
11150,942
11200,535
11250,430
11300,281
11350,132
11400,78
11450,53
11500,70
11550,79
11600,81
11650,109
11700,98
11750,124
11800,128
11850,139
11900,168
11950,180
12000,207
12050,256
12100,278
12150,322
12200,426
12250,504
12300,734
12350,1257
12400,2308
12450,4740
12500,11304
12550,27421
12600,60870
12650,77985
12700,44062
12750,18663
12800,7570
12850,3363
12900,1742
12950,952
13000,575
13050,506
13100,384
13150,319
13200,254
13250,252
13300,192
13350,184
13400,153
13450,120
13500,132
13550,96
13600,92
13650,106
13700,83
13750,81
13800,81
13850,74
13900,117
13950,174
14000,364
14050,472
14100,650
14150,1067
14200,1001
14250,519
14300,200
14350,89
14400,58
14450,43
14500,28
14550,29
14600,13
14650,14
14700,20
14750,15
14800,17
14850,15
14900,17
14950,14
15000,12
15050,11
15100,14
15150,14
15200,13
15250,12
15300,9
15350,10
15400,16
15450,23
15500,10
15550,17
15600,15
15650,20
15700,16
15750,14
15800,17
15850,14
15900,13
15950,10
16000,6
16050,10
16100,10
16150,11
16200,7
16250,10
16300,4
16350,5
16400,11
16450,7
16500,12
16550,9
16600,13
16650,7
16700,8
16750,9
16800,14
16850,10
16900,13
16950,20
17000,42
17050,56
17100,48
17150,26
17200,13
17250,15
17300,9
17350,14
17400,6
17450,14
17500,8
17550,10
17600,19
17650,12
17700,22
17750,30
17800,35
17850,27
17900,36
17950,22
18000,27
18050,16
18100,10
18150,19
18200,13
18250,16
18300,22
18350,25
18400,46
18450,39
18500,31
18550,24
18600,18
18650,18
18700,14
18750,10
18800,19
18850,18
18900,7
18950,21
19000,14
19050,11
19100,7
19150,12
19200,16
19250,19
19300,16
19350,26
19400,28
19450,34
19500,36
19550,26
19600,31
19650,25
19700,11
19750,19
19800,14
19850,17
19900,16
19950,35
