Time(ps),Counts
-11150,695
-11100,1143
-11050,1828
-11000,2446
-10950,3918
-10900,3772
-10850,2014
-10800,927
-10750,464
-10700,284
-10650,185
-10600,144
-10550,101
-10500,113
-10450,102
-10400,99
-10350,92
-10300,111
-10250,108
-10200,92
-10150,102
-10100,120
-10050,120
-10000,141
-9950,142
-9900,170
-9850,251
-9800,312
-9750,343
-9700,491
-9650,489
-9600,531
-9550,545
-9500,619
-9450,563
-9400,618
-9350,558
-9300,436
-9250,322
-9200,251
-9150,221
-9100,178
-9050,147
-9000,121
-8950,115
-8900,112
-8850,107
-8800,88
-8750,87
-8700,69
-8650,64
-8600,83
-8550,57
-8500,68
-8450,54
-8400,55
-8350,53
-8300,53
-8250,66
-8200,80
-8150,89
-8100,135
-8050,226
-8000,206
-7950,129
-7900,76
-7850,66
-7800,56
-7750,48
-7700,52
-7650,59
-7600,41
-7550,54
-7500,61
-7450,75
-7400,78
-7350,96
-7300,126
-7250,134
-7200,135
-7150,119
-7100,103
-7050,65
-7000,63
-6950,63
-6900,48
-6850,67
-6800,101
-6750,132
-6700,163
-6650,243
-6600,246
-6550,193
-6500,152
-6450,110
-6400,91
-6350,70
-6300,47
-6250,71
-6200,49
-6150,56
-6100,71
-6050,60
-6000,56
-5950,63
-5900,65
-5850,87
-5800,123
-5750,163
-5700,245
-5650,179
-5600,176
-5550,125
-5500,101
-5450,77
-5400,50
-5350,71
-5300,54
-5250,69
-5200,81
-5150,88
-5100,117
-5050,114
-5000,136
-4950,101
-4900,87
-4850,56
-4800,64
-4750,59
-4700,49
-4650,68
-4600,64
-4550,81
-4500,63
-4450,73
-4400,79
-4350,114
-4300,222
-4250,278
-4200,192
-4150,153
-4100,130
-4050,130
-4000,126
-3950,124
-3900,128
-3850,153
-3800,149
-3750,173
-3700,154
-3650,194
-3600,183
-3550,195
-3500,187
-3450,230
-3400,251
-3350,243
-3300,265
-3250,260
-3200,270
-3150,308
-3100,324
-3050,353
-3000,445
-2950,482
-2900,476
-2850,537
-2800,563
-2750,582
-2700,552
-2650,610
-2600,484
-2550,412
-2500,352
-2450,262
-2400,179
-2350,139
-2300,126
-2250,98
-2200,77
-2150,93
-2100,77
-2050,94
-2000,74
-1950,78
-1900,71
-1850,70
-1800,81
-1750,85
-1700,91
-1650,114
-1600,171
-1550,306
-1500,563
-1450,1282
-1400,2812
-1350,3934
-1300,2683
-1250,1798
-1200,1362
-1150,761
-1100,385
-1050,202
-1000,112
-950,121
-900,105
-850,106
-800,158
-750,98
-700,63
-650,60
-600,51
-550,65
-500,59
-450,57
-400,54
-350,52
-300,51
-250,47
-200,45
-150,67
-100,64
-50,112
0,196
50,501
100,938
150,1214
200,1225
250,1048
300,496
350,224
400,127
450,71
500,60
550,62
600,44
650,43
700,49
750,48
800,59
850,46
900,40
950,71
1000,66
1050,66
1100,95
1150,115
1200,121
1250,85
1300,81
1350,112
1400,199
1450,379
1500,731
1550,1320
1600,1829
1650,2555
1700,3928
1750,3109
1800,1375
1850,652
1900,314
1950,182
2000,136
2050,96
2100,96
2150,92
2200,107
2250,83
2300,94
2350,89
2400,102
2450,128
2500,123
2550,117
2600,149
2650,150
2700,155
2750,230
2800,244
2850,314
2900,432
2950,535
3000,554
3050,567
3100,648
3150,654
3200,630
3250,648
3300,556
3350,468
3400,400
3450,257
3500,219
3550,184
3600,151
3650,128
3700,105
3750,91
3800,94
3850,85
3900,80
3950,72
4000,82
4050,66
4100,67
4150,65
4200,56
4250,67
4300,64
4350,65
4400,58
4450,76
4500,104
4550,167
4600,246
4650,197
4700,112
4750,93
4800,67
4850,59
4900,47
4950,43
5000,62
5050,64
5100,47
5150,58
5200,63
5250,84
5300,106
5350,134
5400,128
5450,134
5500,117
5550,79
5600,78
5650,57
5700,61
5750,66
5800,75
5850,94
5900,140
5950,207
6000,213
6050,201
6100,175
6150,142
6200,94
6250,70
6300,73
6350,63
6400,61
6450,61
6500,59
6550,73
6600,48
6650,73
6700,56
6750,69
6800,104
6850,142
6900,181
6950,258
7000,249
7050,187
7100,152
7150,92
7200,70
7250,64
7300,54
7350,62
7400,73
7450,83
7500,114
7550,120
7600,143
7650,108
7700,114
7750,90
7800,80
7850,57
7900,49
7950,50
8000,53
8050,58
8100,61
8150,70
8200,64
8250,116
8300,138
8350,194
8400,248
8450,197
8500,160
8550,122
8600,117
8650,129
8700,117
8750,149
8800,129
8850,157
8900,193
8950,201
9000,162
9050,189
9100,194
9150,216
9200,209
9250,205
9300,246
9350,251
9400,220
9450,269
9500,281
9550,300
9600,356
9650,375
9700,421
9750,501
9800,546
9850,531
9900,530
9950,509
10000,499
10050,422
10100,353
10150,306
10200,193
10250,125
10300,109
10350,95
10400,97
10450,84
10500,83
10550,88
10600,81
10650,67
10700,82
10750,94
10800,83
10850,115
10900,113
10950,151
11000,140
11050,263
11100,425
11150,812
11200,1868
11250,3687
11300,4112
11350,2536
11400,1898
11450,1281
11500,732
11550,452
11600,300
11650,260
11700,260
11750,340
11800,344
11850,368
11900,377
11950,476
12000,497
12050,505
12100,613
12150,744
12200,817
12250,953
12300,1125
12350,1429
12400,1807
12450,2363
12500,3602
12550,6374
12600,12776
12650,28070
12700,68273
12750,160041
12800,285700
12850,235425
12900,109569
12950,45467
13000,19357
13050,9265
13100,4985
13150,2907
13200,2078
13250,1617
13300,1258
13350,1082
13400,913
13450,739
13500,664
13550,606
13600,507
13650,424
13700,428
13750,384
13800,374
13850,315
13900,265
13950,268
14000,275
14050,330
14100,537
14150,1000
14200,1606
14250,2031
14300,3076
14350,4086
14400,2661
14450,1178
14500,600
14550,322
14600,171
14650,142
14700,110
14750,88
14800,62
14850,72
14900,55
14950,53
15000,69
15050,54
15100,54
15150,46
15200,46
15250,42
15300,45
15350,56
15400,43
15450,51
15500,49
15550,54
15600,58
15650,72
15700,63
15750,67
15800,62
15850,60
15900,63
15950,48
16000,41
16050,41
16100,48
16150,42
16200,28
16250,46
16300,36
16350,39
16400,39
16450,37
16500,47
16550,56
16600,33
16650,43
16700,48
16750,34
16800,34
16850,52
16900,50
16950,36
17000,53
17050,57
17100,72
17150,110
17200,179
17250,224
17300,151
17350,101
17400,75
17450,55
17500,51
17550,55
17600,46
17650,36
17700,55
17750,52
17800,66
17850,74
17900,73
17950,119
18000,128
18050,148
18100,118
18150,92
18200,82
18250,63
18300,65
18350,53
18400,51
18450,59
18500,99
18550,137
18600,190
18650,209
18700,160
18750,142
18800,119
18850,80
18900,82
18950,80
19000,56
19050,59
19100,66
19150,63
19200,50
19250,54
19300,63
19350,68
19400,87
19450,125
19500,171
19550,205
19600,201
19650,194
19700,155
19750,134
19800,78
19850,69
19900,39
19950,41
