Time(ps),Counts
7950,20
8000,39
8050,40
8100,30
8150,19
8200,12
8250,15
8300,6
8350,9
8400,19
8450,12
8500,14
8550,10
8600,15
8650,13
8700,18
8750,17
8800,16
8850,38
8900,23
8950,25
9000,32
9050,30
9100,32
9150,42
9200,43
9250,38
9300,46
9350,64
9400,70
9450,53
9500,70
9550,55
9600,68
9650,84
9700,45
9750,50
9800,38
9850,25
9900,30
9950,28
10000,19
10050,17
10100,15
10150,17
10200,23
10250,8
10300,20
10350,31
10400,16
10450,16
10500,19
10550,13
10600,24
10650,29
10700,45
10750,83
10800,145
10850,258
10900,666
10950,952
11000,630
11050,402
11100,334
11150,189
11200,129
11250,60
11300,62
11350,61
11400,60
11450,75
11500,71
11550,72
11600,110
11650,102
11700,127
11750,138
11800,156
11850,164
11900,191
11950,217
12000,275
12050,347
12100,457
12150,584
12200,1154
12250,2022
12300,4440
12350,10465
12400,25020
12450,53871
12500,58813
12550,29891
12600,12458
12650,5010
12700,2332
12750,1206
12800,692
12850,459
12900,371
12950,298
13000,253
13050,199
13100,167
13150,160
13200,126
13250,134
13300,102
13350,80
13400,93
13450,76
13500,78
13550,62
13600,52
13650,55
13700,65
13750,84
13800,167
13850,308
13900,394
13950,543
14000,843
14050,704
14100,367
14150,149
14200,65
14250,45
14300,22
14350,24
14400,14
14450,22
14500,16
14550,8
14600,11
14650,11
14700,9
14750,13
14800,14
14850,8
14900,16
14950,6
15000,9
15050,8
15100,11
15150,13
15200,7
15250,10
15300,15
15350,15
15400,11
15450,16
15500,7
15550,16
15600,10
15650,10
15700,11
15750,13
15800,10
15850,10
15900,4
15950,5
16000,9
16050,10
16100,7
16150,7
16200,9
16250,11
16300,10
16350,12
16400,4
16450,5
16500,12
16550,10
16600,13
16650,8
16700,9
16750,13
16800,21
16850,45
16900,37
16950,37
17000,29
17050,14
17100,7
17150,8
17200,9
17250,4
17300,12
17350,8
17400,4
17450,12
17500,14
17550,15
17600,26
17650,17
17700,15
17750,24
17800,16
17850,12
17900,9
17950,14
18000,9
18050,12
18100,9
18150,13
18200,11
18250,16
18300,13
18350,21
18400,16
18450,18
18500,16
18550,15
18600,14
18650,7
18700,8
18750,10
18800,12
18850,11
18900,5
18950,3
19000,6
19050,11
19100,18
19150,20
19200,16
19250,15
19300,11
19350,7
19400,8
19450,11
19500,10
19550,14
19600,12
19650,14
19700,20
19750,20
19800,19
19850,20
19900,23
19950,24
