Time(ps),Counts
-6750,1
-6700,5
-6650,6
-6600,2
-6550,5
-6500,4
-6450,2
-6400,7
-6350,3
-6300,1
-6250,3
-6200,1
-6150,5
-6100,2
-6050,5
-6000,7
-5950,8
-5900,2
-5850,3
-5800,4
-5750,1
-5700,1
-5650,2
-5600,6
-5550,8
-5500,2
-5450,4
-5400,3
-5350,4
-5300,12
-5250,19
-5200,11
-5150,8
-5100,9
-5050,11
-5000,7
-4950,5
-4900,6
-4850,3
-4800,4
-4750,5
-4700,6
-4650,7
-4600,4
-4550,5
-4500,11
-4450,24
-4400,28
-4350,10
-4300,8
-4250,4
-4200,5
-4150,2
-4100,4
-4050,6
-4000,2
-3950,6
-3900,1
-3850,5
-3800,3
-3750,3
-3700,4
-3650,1
-3600,3
-3550,3
-3500,4
-3450,5
-3400,3
-3350,2
-3300,3
-3250,2
-3200,2
-3150,7
-3100,9
-3050,8
-3000,5
-2950,12
-2900,2
-2850,7
-2800,5
-2750,4
-2700,5
-2650,4
-2600,1
-2550,5
-2500,5
-2450,2
-2400,9
-2350,5
-2300,7
-2250,10
-2200,7
-2150,8
-2100,7
-2050,6
-2000,7
-1950,9
-1900,6
-1850,6
-1800,15
-1750,27
-1700,40
-1650,89
-1600,177
-1550,364
-1500,351
-1450,208
-1400,121
-1350,84
-1300,64
-1250,41
-1200,20
-1150,17
-1100,14
-1050,24
-1000,23
-950,18
-900,22
-850,20
-800,27
-750,32
-700,44
-650,37
-600,38
-550,41
-500,52
-450,56
-400,79
-350,103
-300,121
-250,175
-200,329
-150,549
-100,1109
-50,2155
0,1649
50,1882
100,1106
150,518
200,268
250,179
300,105
350,88
400,90
450,73
500,60
550,44
600,36
650,29
700,29
750,31
800,22
850,28
900,17
950,28
1000,12
1050,23
1100,21
1150,10
1200,12
1250,33
1300,35
1350,74
1400,109
1450,219
1500,356
1550,360
1600,211
1650,84
1700,38
1750,12
1800,17
1850,10
1900,9
1950,9
2000,4
2050,2
2100,6
2150,4
2200,4
2250,3
2300,3
2350,6
2400,5
2450,10
2500,5
2550,3
2600,5
2650,4
2700,4
2750,4
2800,5
2850,6
2900,14
2950,6
3000,5
3050,4
3100,6
3150,3
3200,6
3250,3
3300,7
3350,1
3400,4
3450,2
3500,5
3550,5
3600,4
3650,4
3700,7
3750,3
3800,7
3850,5
3900,4
3950,4
4000,4
4050,2
4100,3
4150,3
4200,5
4250,3
4300,9
4350,12
4400,24
4450,20
4500,15
4550,7
4600,5
4650,9
4700,2
4750,3
4800,3
4850,4
4900,5
4950,2
5000,6
5050,4
5100,12
5150,16
5200,15
5250,16
5300,6
5350,5
5400,7
5450,4
5500,6
5550,3
5600,4
5650,4
5700,4
5750,1
5800,6
5850,2
5900,2
5950,6
6000,1
6050,1
6100,4
6150,2
6200,3
6250,1
6300,4
6350,1
6400,5
6450,6
6500,3
6550,1
6600,6
6650,6
6700,4
6750,4
6800,2
6850,9
6900,1
6950,3
7000,5
7050,7
7100,4
7150,4
7200,6
7250,5
7300,4
7350,13
7400,13
7450,18
7500,6
7550,6
7600,8
7650,5
7700,1
7750,5
7800,4
7850,2
7900,7
7950,3
8000,6
8050,5
8100,7
8150,8
8200,18
8250,27
8300,11
8350,7
8400,4
8450,7
8500,4
8550,2
8600,3
8650,4
8700,4
8750,5
8800,4
8850,3
8900,5
8950,3
9000,2
9050,8
9100,4
9150,1
9200,3
9250,2
9300,3
9350,2
9400,2
9450,11
9500,8
9550,4
9600,4
9650,4
9700,3
9750,3
9800,3
9850,6
9900,5
9950,8
10000,2
10050,7
10100,5
10150,4
10200,2
10250,2
10300,4
10350,6
10400,5
10450,5
10500,4
10550,10
10600,4
10650,6
10700,4
10750,10
10800,14
10850,13
10900,16
10950,50
11000,119
11050,267
11100,396
11150,328
11200,166
11250,109
11300,89
11350,43
11400,25
11450,16
11500,31
11550,17
11600,21
11650,31
11700,45
11750,43
11800,42
11850,41
11900,57
11950,61
12000,81
12050,76
12100,95
12150,118
12200,153
12250,194
12300,261
12350,430
12400,789
12450,1910
12500,4502
12550,10433
12600,23609
12650,29896
12700,16747
12750,7078
12800,3065
12850,1282
12900,592
12950,382
13000,213
13050,169
13100,122
13150,105
13200,89
13250,73
13300,60
13350,66
13400,40
13450,42
13500,29
13550,27
13600,44
13650,30
13700,17
13750,31
13800,14
13850,19
13900,47
13950,51
14000,112
14050,168
14100,206
14150,351
14200,356
14250,164
14300,77
14350,44
14400,26
14450,14
14500,14
14550,6
14600,10
14650,6
14700,5
14750,9
14800,7
14850,2
14900,3
14950,7
15000,1
15050,5
15100,6
15150,7
15200,6
15250,3
15300,6
15350,6
15400,4
15450,4
15500,8
15550,11
15600,7
15650,5
15700,12
15750,4
15800,4
15850,5
15900,6
15950,4
16000,3
16050,2
16100,4
16150,9
16200,3
16250,4
16300,2
16350,5
16400,4
16450,7
16500,5
16550,4
16600,2
16650,3
16700,7
16750,2
16800,6
16850,2
16900,1
16950,6
17000,9
17050,33
17100,26
17150,6
17200,9
17250,7
17300,4
17350,8
17400,2
17450,3
17500,3
17550,3
17600,2
17650,3
17700,7
17750,13
17800,10
17850,18
17900,11
17950,11
18000,8
18050,2
18100,2
18150,4
18200,3
18250,2
18300,6
18350,4
18400,4
18450,3
18500,1
18550,2
18600,0
18650,1
18700,1
18750,4
18800,7
18850,10
18900,3
18950,6
19000,5
19050,1
19100,4
19150,4
19200,4
19250,9
19300,4
19350,4
19400,5
19450,6
19500,2
19550,2
19600,5
19650,6
19700,5
19750,2
19800,5
19850,1
19900,6
19950,10
