Time(ps),Counts
3050,5
3100,6
3150,5
3200,2
3250,2
3300,4
3350,2
3400,1
3450,3
3500,4
3550,1
3600,2
3650,4
3700,1
3750,4
3800,7
3850,2
3900,1
3950,2
4000,2
4050,2
4100,2
4150,3
4200,4
4250,8
4300,7
4350,15
4400,19
4450,19
4500,12
4550,14
4600,7
4650,4
4700,4
4750,1
4800,2
4850,2
4900,3
4950,3
5000,6
5050,5
5100,11
5150,17
5200,14
5250,13
5300,9
5350,10
5400,2
5450,7
5500,6
5550,4
5600,5
5650,6
5700,0
5750,4
5800,0
5850,1
5900,7
5950,2
6000,4
6050,3
6100,2
6150,5
6200,5
6250,1
6300,2
6350,0
6400,0
6450,2
6500,4
6550,2
6600,2
6650,4
6700,4
6750,3
6800,2
6850,1
6900,6
6950,3
7000,1
7050,2
7100,10
7150,3
7200,2
7250,10
7300,9
7350,7
7400,10
7450,11
7500,11
7550,4
7600,6
7650,7
7700,4
7750,3
7800,3
7850,5
7900,6
7950,2
8000,5
8050,7
8100,10
8150,9
8200,20
8250,15
8300,12
8350,6
8400,4
8450,2
8500,5
8550,4
8600,4
8650,3
8700,6
8750,8
8800,4
8850,6
8900,2
8950,4
9000,5
9050,5
9100,5
9150,2
9200,4
9250,4
9300,4
9350,3
9400,5
9450,7
9500,7
9550,5
9600,5
9650,5
9700,6
9750,6
9800,2
9850,4
9900,2
9950,7
10000,2
10050,1
10100,3
10150,3
10200,5
10250,7
10300,5
10350,5
10400,6
10450,5
10500,7
10550,4
10600,6
10650,7
10700,10
10750,13
10800,17
10850,25
10900,34
10950,95
11000,174
11050,190
11100,232
11150,241
11200,201
11250,151
11300,82
11350,54
11400,36
11450,25
11500,20
11550,26
11600,22
11650,32
11700,23
11750,40
11800,49
11850,45
11900,57
11950,59
12000,66
12050,67
12100,85
12150,110
12200,170
12250,205
12300,394
12350,751
12400,1450
12450,3453
12500,8126
12550,13662
12600,17245
12650,19706
12700,14477
12750,10345
12800,5060
12850,2043
12900,993
12950,452
13000,261
13050,190
13100,125
13150,116
13200,78
13250,68
13300,63
13350,40
13400,46
13450,26
13500,42
13550,33
13600,28
13650,27
13700,32
13750,27
13800,25
13850,36
13900,51
13950,78
14000,89
14050,173
14100,231
14150,258
14200,225
14250,186
14300,118
14350,66
14400,29
14450,7
14500,15
14550,8
14600,5
14650,1
14700,8
14750,3
14800,6
14850,4
14900,4
14950,6
15000,3
15050,3
15100,9
15150,3
15200,9
15250,1
15300,3
15350,4
15400,6
15450,3
15500,6
15550,7
15600,11
15650,8
15700,5
15750,5
15800,3
15850,7
15900,2
15950,6
16000,3
16050,3
16100,8
16150,3
16200,1
16250,7
16300,1
16350,3
16400,2
16450,4
16500,2
16550,2
16600,4
16650,2
16700,4
16750,5
16800,5
16850,3
16900,11
16950,6
17000,14
17050,12
17100,7
17150,12
17200,8
17250,2
17300,7
17350,7
17400,8
17450,6
17500,3
17550,3
17600,4
17650,6
17700,6
17750,12
17800,10
17850,7
17900,11
17950,7
18000,9
18050,4
18100,6
18150,4
18200,6
18250,7
18300,3
18350,3
18400,1
18450,2
18500,2
18550,4
18600,3
18650,2
18700,3
18750,1
18800,3
18850,6
18900,6
18950,6
19000,2
19050,1
19100,1
19150,1
19200,2
19250,4
19300,4
19350,3
19400,2
19450,4
19500,3
19550,4
19600,3
19650,3
19700,1
19750,8
19800,3
19850,8
19900,17
19950,5
