Time(ps),Counts
-8300,43
-8250,56
-8200,60
-8150,43
-8100,36
-8050,22
-8000,17
-7950,19
-7900,14
-7850,12
-7800,11
-7750,14
-7700,21
-7650,19
-7600,19
-7550,33
-7500,38
-7450,56
-7400,58
-7350,37
-7300,33
-7250,26
-7200,24
-7150,24
-7100,19
-7050,40
-7000,32
-6950,42
-6900,59
-6850,49
-6800,28
-6750,32
-6700,26
-6650,19
-6600,21
-6550,27
-6500,19
-6450,16
-6400,17
-6350,17
-6300,17
-6250,16
-6200,15
-6150,14
-6100,15
-6050,22
-6000,26
-5950,26
-5900,28
-5850,35
-5800,49
-5750,42
-5700,39
-5650,38
-5600,23
-5550,26
-5500,17
-5450,17
-5400,20
-5350,20
-5300,37
-5250,49
-5200,50
-5150,37
-5100,28
-5050,32
-5000,25
-4950,12
-4900,18
-4850,11
-4800,12
-4750,17
-4700,18
-4650,16
-4600,22
-4550,30
-4500,42
-4450,63
-4400,84
-4350,43
-4300,17
-4250,15
-4200,24
-4150,14
-4100,12
-4050,17
-4000,18
-3950,13
-3900,23
-3850,9
-3800,9
-3750,8
-3700,16
-3650,16
-3600,15
-3550,16
-3500,18
-3450,22
-3400,11
-3350,8
-3300,12
-3250,17
-3200,14
-3150,17
-3100,26
-3050,18
-3000,14
-2950,24
-2900,18
-2850,13
-2800,19
-2750,22
-2700,16
-2650,17
-2600,11
-2550,28
-2500,17
-2450,10
-2400,22
-2350,28
-2300,25
-2250,23
-2200,16
-2150,31
-2100,31
-2050,30
-2000,38
-1950,30
-1900,30
-1850,52
-1800,62
-1750,75
-1700,173
-1650,360
-1600,759
-1550,1362
-1500,1298
-1450,810
-1400,630
-1350,419
-1300,226
-1250,116
-1200,72
-1150,39
-1100,61
-1050,73
-1000,76
-950,99
-900,96
-850,70
-800,107
-750,117
-700,119
-650,161
-600,142
-550,178
-500,191
-450,246
-400,323
-350,381
-300,487
-250,710
-200,1291
-150,2575
-100,5821
-50,9630
0,5887
50,7653
100,4901
150,2307
200,1210
250,706
300,488
350,384
400,301
450,250
500,221
550,190
600,179
650,155
700,137
750,101
800,104
850,82
900,79
950,83
1000,97
1050,71
1100,71
1150,58
1200,75
1250,130
1300,208
1350,394
1400,589
1450,834
1500,1170
1550,1310
1600,764
1650,326
1700,175
1750,105
1800,48
1850,35
1900,32
1950,26
2000,21
2050,21
2100,21
2150,28
2200,20
2250,17
2300,14
2350,21
2400,8
2450,19
2500,15
2550,13
2600,15
2650,19
2700,23
2750,17
2800,24
2850,22
2900,16
2950,21
3000,18
3050,23
3100,28
3150,21
3200,12
3250,26
3300,18
3350,16
3400,20
3450,17
3500,10
3550,10
3600,17
3650,10
3700,17
3750,13
3800,17
3850,14
3900,17
3950,12
4000,10
4050,16
4100,14
4150,6
4200,23
4250,19
4300,28
4350,36
4400,63
4450,69
4500,48
4550,31
4600,22
4650,18
4700,10
4750,9
4800,24
4850,13
4900,23
4950,16
5000,22
5050,23
5100,21
5150,50
5200,40
5250,44
5300,32
5350,34
5400,28
5450,25
5500,15
5550,29
5600,31
5650,37
5700,48
5750,46
5800,36
5850,25
5900,33
5950,27
6000,20
6050,19
6100,20
6150,17
6200,20
6250,22
6300,17
6350,19
6400,15
6450,17
6500,12
6550,16
6600,27
6650,21
6700,25
6750,23
6800,38
6850,50
6900,43
6950,44
7000,38
7050,30
7100,17
7150,23
7200,31
7250,21
7300,30
7350,31
7400,47
7450,42
7500,33
7550,28
7600,21
7650,16
7700,18
7750,17
7800,15
7850,15
7900,16
7950,14
8000,14
8050,21
8100,33
8150,62
8200,69
8250,54
8300,42
8350,26
8400,28
8450,17
8500,10
8550,15
8600,13
8650,15
8700,17
8750,10
8800,15
8850,21
8900,18
8950,23
9000,13
9050,15
9100,15
9150,8
9200,9
9250,24
9300,10
9350,13
9400,10
9450,14
9500,11
9550,18
9600,19
9650,17
9700,28
9750,24
9800,15
9850,15
9900,18
9950,20
10000,16
10050,18
10100,26
10150,19
10200,15
10250,21
10300,24
10350,18
10400,19
10450,31
10500,29
10550,33
10600,32
10650,35
10700,39
10750,45
10800,48
10850,77
10900,117
10950,209
11000,476
11050,995
11100,1483
11150,1191
11200,730
11250,567
11300,388
11350,217
11400,136
11450,94
11500,101
11550,100
11600,147
11650,145
11700,172
11750,159
11800,189
11850,208
11900,218
11950,251
12000,297
12050,326
12100,399
12150,463
12200,582
12250,768
12300,1027
12350,1704
12400,3039
12450,6188
12500,14379
12550,34908
12600,73211
12650,88345
12700,53539
12750,22972
12800,9594
12850,4302
12900,2212
12950,1317
13000,895
13050,659
13100,535
13150,449
13200,404
13250,316
13300,321
13350,229
13400,214
13450,212
13500,172
13550,160
13600,124
13650,128
13700,117
13750,109
13800,95
13850,104
13900,166
13950,269
14000,440
14050,654
14100,900
14150,1345
14200,1337
14250,677
14300,319
14350,153
14400,101
14450,59
14500,28
14550,41
14600,33
14650,29
14700,26
14750,29
14800,23
14850,27
14900,22
14950,13
15000,17
15050,16
15100,27
15150,12
15200,13
15250,18
15300,23
15350,22
15400,29
15450,30
15500,23
15550,31
15600,23
15650,25
15700,24
15750,18
15800,12
15850,17
15900,25
15950,16
16000,13
16050,13
16100,17
16150,11
16200,19
16250,14
16300,16
16350,22
16400,11
16450,20
16500,18
16550,19
16600,7
16650,15
16700,6
16750,17
16800,14
16850,16
16900,21
16950,25
17000,43
17050,64
17100,63
17150,51
17200,19
17250,17
17300,12
17350,11
17400,9
17450,17
17500,15
17550,14
17600,23
17650,25
17700,21
17750,29
17800,30
17850,35
17900,41
17950,33
18000,24
18050,13
18100,29
18150,22
18200,30
18250,36
18300,39
18350,61
18400,37
18450,43
18500,40
18550,16
18600,24
18650,24
18700,11
18750,16
18800,23
18850,14
18900,17
18950,15
19000,17
19050,17
19100,24
19150,13
19200,14
19250,17
19300,21
19350,31
19400,37
19450,30
19500,56
19550,48
19600,50
19650,50
19700,27
19750,26
19800,22
19850,18
19900,37
19950,46
